ID,duration,wav,semantics,intent,entities,transcript
121367,2.688,./slurp/slurp_real/audio-1501698709-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': [{'type': 'list_name'| 'filler': 'grocery'}]},createoradd,[{'type': 'list_name'| 'filler': 'grocery'}],put pencil on a new grocery list
124337,1.856,./slurp/slurp_real/audio-1490007266-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},query,[],what song is currently playing
125089,2.4316875,./slurp/slurp_real/audio-1501773412.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'timeofday'| 'filler': 'morning'}]},query,[{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'timeofday'| 'filler': 'morning'}],do i have any alarms for tomorrow morning
122917,2.3036875,./slurp/slurp_real/audio-1490020496.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'new york times'}]},query,[{'type': 'media_type'| 'filler': 'new york times'}],give me the newest new york times
124063,3.136,./slurp/slurp_real/audio-1497439675-headset.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'news_topic'| 'filler': 'politics'}]},query,[{'type': 'news_topic'| 'filler': 'politics'}],send me alert on any new topic on politics
124235,1.279875,./slurp/slurp_real/audio-1498571428.flac,{'scenario': 'transport'| 'action': 'traffic'| 'entities': []},traffic,[],how is traffic
128297,1.216,./slurp/slurp_real/audio-1501753918-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},createoradd,[],make a new list
123290,3.264,./slurp/slurp_real/audio-1498646343-headset.flac,{'scenario': 'transport'| 'action': 'ticket'| 'entities': [{'type': 'transport_type'| 'filler': 'train'}| {'type': 'place_name'| 'filler': 'boston'}| {'type': 'date'| 'filler': 'tuesday'}]},ticket,[{'type': 'transport_type'| 'filler': 'train'}| {'type': 'place_name'| 'filler': 'boston'}| {'type': 'date'| 'filler': 'tuesday'}],can you book me a train ticket to boston for next tuesday
127416,3.2,./slurp/slurp_real/audio-1502114625-headset.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'time'| 'filler': 'last five minutes'}]},query,[{'type': 'time'| 'filler': 'last five minutes'}],any incoming emails in the last five minutes
123085,3.84,./slurp/slurp_real/audio-1434533308-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'date'| 'filler': 'twenty fifth'}| {'type': 'date'| 'filler': 'may'}| {'type': 'time'| 'filler': 'five pm'}]},set,[{'type': 'date'| 'filler': 'twenty fifth'}| {'type': 'date'| 'filler': 'may'}| {'type': 'time'| 'filler': 'five pm'}],set alarm on twenty fifth may at five pm
121807,3.071625,./slurp/slurp_real/audio-1498484644.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'elvis'}]},factoid,[{'type': 'person'| 'filler': 'elvis'}],what year was elvis born
122636,2.112,./slurp/slurp_real/audio-1490356994-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'my birth date'}]},query,[{'type': 'date'| 'filler': 'my birth date'}],what day was it on my birth date
124570,2.4316875,./slurp/slurp_real/audio-1490192470.flac,{'scenario': 'qa'| 'action': 'stock'| 'entities': [{'type': 'business_name'| 'filler': 'google'}]},stock,[{'type': 'business_name'| 'filler': 'google'}],today's closing price for google
120407,3.4555625,./slurp/slurp_real/audio-1502300347.flac,{'scenario': 'email'| 'action': 'sendemail'| 'entities': []},sendemail,[],email the following message to this contact please
126499,4.671375,./slurp/slurp_real/audio-1497263154.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}]},remove,[{'type': 'date'| 'filler': 'tomorrow'}],hey siri make sure my calendar is completely clear tomorrow
128542,2.56,./slurp/slurp_real/audio-1502216785-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'song_name'| 'filler': 'lady'}| {'type': 'artist_name'| 'filler': 'kenny rogers'}]},music,[{'type': 'song_name'| 'filler': 'lady'}| {'type': 'artist_name'| 'filler': 'kenny rogers'}],play lady by kenny rogers now
128271,2.048,./slurp/slurp_real/audio-1501766439-headset.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': []},query,[],tell me the list about
125478,1.91975,./slurp/slurp_real/audio-1502891180.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'weather_descriptor'| 'filler': 'raining'}| {'type': 'date'| 'filler': 'tomorrow'}]},query,[{'type': 'weather_descriptor'| 'filler': 'raining'}| {'type': 'date'| 'filler': 'tomorrow'}],will it be raining tomorrow
120031,5.952,./slurp/slurp_real/audio-1495732909-headset.flac,{'scenario': 'social'| 'action': 'query'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'general_frequency'| 'filler': 'every three hour'}]},query,[{'type': 'media_type'| 'filler': 'facebook'}| {'type': 'general_frequency'| 'filler': 'every three hour'}],my facebook update in every three hour should be available
122940,4.3514375,./slurp/slurp_real/audio-1492782891.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': [{'type': 'event_name'| 'filler': 'dog shows'}| {'type': 'place_name'| 'filler': 'new york city'}]},events,[{'type': 'event_name'| 'filler': 'dog shows'}| {'type': 'place_name'| 'filler': 'new york city'}],are there dog shows going on near new york city
126460,2.4316875,./slurp/slurp_real/audio-1434532760.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': [{'type': 'list_name'| 'filler': 'shopping'}]},query,[{'type': 'list_name'| 'filler': 'shopping'}],list the items on my shopping list olly
123248,1.664,./slurp/slurp_real/audio-1490106493-headset.flac,{'scenario': 'qa'| 'action': 'maths'| 'entities': []},maths,[],browsing centres
123035,2.2396875,./slurp/slurp_real/audio-1495734105.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},music,[],run music from this playlist
126772,2.3036875,./slurp/slurp_real/audio-1494514689.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': []},events,[],what's going on around me
121206,1.92,./slurp/slurp_real/audio--1504192805-headset.flac,{'scenario': 'alarm'| 'action': 'query'| 'entities': []},query,[],report alarm settings
123515,2.6236875,./slurp/slurp_real/audio-1495733953.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': [{'type': 'music_genre'| 'filler': 'jazz'}]},likeness,[{'type': 'music_genre'| 'filler': 'jazz'}],i like jazz you should know
128262,6.3390625,./slurp/slurp_real/audio-1502111874.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'song_name'| 'filler': 'six hundred and sixty six the number of the beast'}]},music,[{'type': 'song_name'| 'filler': 'six hundred and sixty six the number of the beast'}],please let me hear six hundred and sixty six the number of the beast
127590,2.624,./slurp/slurp_real/audio-1502216505-headset.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': 'andrew'}]},query,[{'type': 'person'| 'filler': 'andrew'}],can you see what andrew emailed me about
124914,2.5596875,./slurp/slurp_real/audio-1488984111.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},query,[],which song is that
124200,2.3676875,./slurp/slurp_real/audio-1490198672.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'person'| 'filler': 'obama'}]},factoid,[{'type': 'person'| 'filler': 'obama'}],who is the wife of obama
127093,3.5835,./slurp/slurp_real/audio-1488983874.flac,{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'tomorrow'}]},query,[{'type': 'date'| 'filler': 'tomorrow'}],do i have anything booked for tomorrow
120359,2.88,./slurp/slurp_real/audio-1501406603-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},quirky,[],meaning of a particular word
120145,2.816,./slurp/slurp_real/audio-1501155450-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': []},definition,[],google the word
127119,2.176,./slurp/slurp_real/audio-1501685936-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'next week'}]},query,[{'type': 'date'| 'filler': 'next week'}],what will the weather be next week
121782,1.5358125,./slurp/slurp_real/audio-1501755935.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': []},remove,[],remove all data from my calendar
126644,2.944,./slurp/slurp_real/audio--1504198578-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'ten am'}]},set,[{'type': 'time'| 'filler': 'ten am'}],set a wake up call for ten am
125648,2.88,./slurp/slurp_real/audio-1489672483-headset.flac,{'scenario': 'play'| 'action': 'music'| 'entities': []},music,[],music on
122374,2.816,./slurp/slurp_real/audio-1501689996-headset.flac,{'scenario': 'recommendation'| 'action': 'locations'| 'entities': [{'type': 'business_type'| 'filler': 'shops'}]},locations,[{'type': 'business_type'| 'filler': 'shops'}],list all the nearby shops
124561,1.85575,./slurp/slurp_real/audio-1499089273.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'tokyo'}]},query,[{'type': 'place_name'| 'filler': 'tokyo'}],what's the time in tokyo now
121990,3.776,./slurp/slurp_real/audio-1495734944-headset.flac,{'scenario': 'cooking'| 'action': 'recipe'| 'entities': [{'type': 'drink_type'| 'filler': 'almond milk'}]},recipe,[{'type': 'drink_type'| 'filler': 'almond milk'}],find easy recipe for almond milk
119972,2.496,./slurp/slurp_real/audio-1497556141-headset.flac,{'scenario': 'iot'| 'action': 'cleaning'| 'entities': [{'type': 'device_type'| 'filler': 'vacuum'}]},cleaning,[{'type': 'device_type'| 'filler': 'vacuum'}],turn on the vacuum
124767,5.12,./slurp/slurp_real/audio-1497439998-headset.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': 'sam'}| {'type': 'date'| 'filler': 'today'}]},query,[{'type': 'person'| 'filler': 'sam'}| {'type': 'date'| 'filler': 'today'}],did i get any emails from sam today
127844,2.176,./slurp/slurp_real/audio-1501778664-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'date'| 'filler': 'tuesday'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'timeofday'| 'filler': 'noon'}]},set,[{'type': 'date'| 'filler': 'tuesday'}| {'type': 'event_name'| 'filler': 'meeting'}| {'type': 'timeofday'| 'filler': 'noon'}],tuesday meeting noon
124874,2.815625,./slurp/slurp_real/audio-1500901028.flac,{'scenario': 'news'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'america'}]},query,[{'type': 'place_name'| 'filler': 'america'}],what's happening in america
121162,2.432,./slurp/slurp_real/audio-1501690804-headset.flac,{'scenario': 'email'| 'action': 'sendemail'| 'entities': [{'type': 'relation'| 'filler': 'coworker'}]},sendemail,[{'type': 'relation'| 'filler': 'coworker'}],hey start an email to coworker
121220,4.735375,./slurp/slurp_real/audio-1502374893.flac,"{'scenario': 'takeaway'| 'action': 'order'| 'entities': [{'type': 'food_type'| 'filler': ""t'so eggroll""}]}",order,"[{'type': 'food_type'| 'filler': ""t'so eggroll""}]",order general t'so eggroll to go
122365,3.3275625,./slurp/slurp_real/audio-1490022115.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'radio_name'| 'filler': 'fm eight hundred and ninety'}]},radio,[{'type': 'radio_name'| 'filler': 'fm eight hundred and ninety'}],can you start fm eight hundred and ninety radio channel
123404,3.901,./slurp/slurp_real/audio-1502114639.flac,{'scenario': 'calendar'| 'action': 'remove'| 'entities': [{'type': 'date'| 'filler': 'july three'}]},remove,[{'type': 'date'| 'filler': 'july three'}],make blank on july three calendar
128383,2.6236875,./slurp/slurp_real/audio-1502894715.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'media_type'| 'filler': 'facebook'}]},post,[{'type': 'media_type'| 'filler': 'facebook'}],post the following as a status on facebook
123577,2.647125,./slurp/slurp_real/audio-1502112371.flac,{'scenario': 'lists'| 'action': 'query'| 'entities': []},query,[],can i check my lists
127259,2.4316875,./slurp/slurp_real/audio-1490183833.flac,{'scenario': 'play'| 'action': 'music'| 'entities': [{'type': 'playlist_name'| 'filler': 'smashing pumpkins'}]},music,[{'type': 'playlist_name'| 'filler': 'smashing pumpkins'}],play from smashing pumpkins
126711,5.12,./slurp/slurp_real/audio-1497869810-headset.flac,"{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'date'| 'filler': 'may two'}| {'type': 'person'| 'filler': ""mary's""}| {'type': 'event_name'| 'filler': 'birthday'}| {'type': 'general_frequency'| 'filler': 'every year'}]}",set,"[{'type': 'date'| 'filler': 'may two'}| {'type': 'person'| 'filler': ""mary's""}| {'type': 'event_name'| 'filler': 'birthday'}| {'type': 'general_frequency'| 'filler': 'every year'}]",add to calendar may two is mary's birthday repeat every year
124546,1.856,./slurp/slurp_real/audio-1490703927-headset.flac,{'scenario': 'play'| 'action': 'game'| 'entities': [{'type': 'game_name'| 'filler': 'poker'}]},game,[{'type': 'game_name'| 'filler': 'poker'}],could you play poker with me
126629,3.7115,./slurp/slurp_real/audio-1497863308.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'time'| 'filler': 'five pm'}]},set,[{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'time'| 'filler': 'five pm'}],set a reminder for my meeting at five pm
121325,1.728,./slurp/slurp_real/audio-1434530120-headset.flac,{'scenario': 'music'| 'action': 'query'| 'entities': []},query,[],tell me a play list
122405,3.072,./slurp/slurp_real/audio-1500038715-headset.flac,{'scenario': 'music'| 'action': 'likeness'| 'entities': []},likeness,[],that song was awesome can you repeat
123324,3.008,./slurp/slurp_real/audio-1492781003-headset.flac,{'scenario': 'audio'| 'action': 'volume_mute'| 'entities': []},volume_mute,[],set mute until said otherwise
126028,3.584,./slurp/slurp_real/audio-1490354930-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': []},quirky,[],sum up all the things for me i could do to make myself happier
123838,1.664,./slurp/slurp_real/audio-1498566475-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': [{'type': 'place_name'| 'filler': 'poland'}]},factoid,[{'type': 'place_name'| 'filler': 'poland'}],who is president of poland
122415,2.5078125,./slurp/slurp_real/audio-1501697441.flac,{'scenario': 'iot'| 'action': 'wemo_off'| 'entities': [{'type': 'device_type'| 'filler': 'smart plug'}]},wemo_off,[{'type': 'device_type'| 'filler': 'smart plug'}],turn off the smart plug
123303,2.815625,./slurp/slurp_real/audio-1490183353.flac,{'scenario': 'email'| 'action': 'query'| 'entities': []},query,[],hey did i get any new emails
121414,5.696,./slurp/slurp_real/audio-1501757292-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},factoid,[],can you give me the exchange rate for dollar in rupees
126481,2.24,./slurp/slurp_real/audio-1501768618-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'time_zone'| 'filler': 'central'}]},query,[{'type': 'time_zone'| 'filler': 'central'}],what is the current central time
121804,3.136,./slurp/slurp_real/audio-1501693929-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'alarm_type'| 'filler': 'wake up'}| {'type': 'time'| 'filler': 'seven am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set,[{'type': 'alarm_type'| 'filler': 'wake up'}| {'type': 'time'| 'filler': 'seven am'}| {'type': 'date'| 'filler': 'tomorrow'}],i would like a wake up alarm at seven am tomorrow
122409,1.728,./slurp/slurp_real/audio-1501751670-headset.flac,{'scenario': 'iot'| 'action': 'wemo_off'| 'entities': [{'type': 'device_type'| 'filler': 'smart plug'}]},wemo_off,[{'type': 'device_type'| 'filler': 'smart plug'}],turn off the smart plug
